"path","sha256","first_seen","last_modified"
"SplunkContent/detections/web/monitor_web_traffic_for_brand_abuse.yml","5e459aaf50e49ed56f9a0e659d31ac0d505e79734ee801e43588aa2623d45e5d","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/hunting_for_log4shell.yml","112ce18e9b971ab25d7e5e41eb730eb646344c26ef5fcb1311d68c1942590d8f","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/juniper_networks_remote_code_execution_exploit_detection.yml","7c154eb612f1e7bf7690b54e06c524570a7c75221b6b7b3e627c0083476be2ef","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/vmware_workspace_one_freemarker_server_side_template_injection.yml","f085afbb6a4eb07d104d350490846e17d7063c04ebcf712a8de4fe35ded1201f","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/papercut_ng_remote_web_access_attempt.yml","bfa23c0511f6e412dafd7754102b8b0978cb9975005395c7523843564eee7914","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/citrix_adc_and_gateway_unauthorized_data_disclosure.yml","c19f9c9d1a1f3ead7d7e71a08169b6f1a64c031974158c61fb47e1adcf2f4bde","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/confluence_unauthenticated_remote_code_execution_cve_2022_26134.yml","c2141ad06b9cbe330b9674fa24083252d3b7ae09eac20f060dc3493346d6fce8","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/spring4shell_payload_url_request.yml","b2d0aae04c7fe1baf52be61ee927bd99c658c92ccce0f20314b040a146b79327","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/adobe_coldfusion_unauthenticated_arbitrary_file_read.yml","968e3748ffe022049fb8cc3be390b9f9f199aaf5713178fc4f7a2259fb411fa6","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/citrix_sharefile_exploitation_cve_2023_24489.yml","4a07a9d25527fb6ce13a9fb6baee47952cab2a070704a993836f010d909e1e3b","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/ivanti_epmm_remote_unauthenticated_api_access_cve_2023_35082.yml","0839459687b383b8c9f483af5bb4807b2c725c099152a53cc2b28969ebbeea56","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/ws_ftp_remote_code_execution.yml","7a42893e8a286f81b3bed0e783312bcab62ba94c79ae72c1a2158ed8e82f248d","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/fortinet_appliance_auth_bypass.yml","357be1e7da45f78bb35bcac7b0ede9e16d3e03e09a7532730260f4baa5a58b27","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/log4shell_jndi_payload_injection_attempt.yml","39570dd3c077e1db33369c619e456e2c1bc74c47afd5b4d4df2d0cf4579501a1","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/ivanti_sentry_authentication_bypass.yml","b5a8eddddecddea2555d0b1fe6716dfafd9fb6e95adbdf20867fc0f1db60240b","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/adobe_coldfusion_access_control_bypass.yml","1bd2b1802538916bc1ff8806b731de8898a1c81a0b2f40b5a32be285a44075dc","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/exploit_public_facing_application_via_apache_commons_text2.yml","e1a273cd94c7220962ad0b689b9f229652382a8696c5a59ef49a70084cdf2965","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/detect_f5_tmui_rce_cve_2020_5902.yml","99fb5716d5ece42255cac5aa533f32d92b073fa5e72fd8f53e0525f10bc9e3a4","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/web_spring_cloud_function_functionrouter.yml","00859ce4ebcc824fa5232f237c8fd725aa3cb5560c67a652427bbad19faf1eb9","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/web_jsp_request_via_url.yml","d0b6247fbbae91ae00154c90c1ebb406b288ebcb616600db13b82e3abda55858","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/proxyshell_proxynotshell_behavior_detected.yml","6b17375618e5c5209e3dcaf5016cdab2bb16888388aeeec080c29874758dd907","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/web_spring4shell_http_request_class_module.yml","ce8eb89c1aecc359cfa7720f916e550dcd20ca679ef05726008e7d2c4bf2c9aa","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/vmware_server_side_template_injection_hunt.yml","f5033ac644fd755b3d6dafa6a94ff48f6f09391bc00e242bb0d8a06787e12abf","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/sql_injection_with_long_urls.yml","a08fb3d497479c822dd74b603634e4e15d243c3df2cc3cfdae37a03f6ead3a76","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/vmware_aria_operations_exploit_attempt.yml","939c2d44eaec97c67f32653c7a021f7cff32abc9b087b04502bc4e5f1082862e","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/ivanti_epmm_remote_unauthenticated_api_access.yml","d03f321bbb9da64202486ca9964bb430c2c8e145d5f76ae157614b899904a080","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/microsoft_sharepoint_server_elevation_of_privilege.yml","b3f6e9fd0ddf3aa1a1e31e5219ce88e077d212815ce9967890968cc958459d84","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/log4shell_jndi_payload_injection_with_outbound_connection.yml","1339c4df44a1d88b9c32b7837916c4dbe9c96cbae57fd3fed485e838a5d1ddfb","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/jetbrains_teamcity_rce_attempt.yml","35d408da93ae1d25ab21cddb82fcbd32e4bc0b180c8735c2356d94123970182d","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/web/citrix_adc_exploitation_cve_2023_3519.yml","1d8c34d9fd13ecb3f47eda662b6a35885fa5481e13d7b137e98d63d7f9f6ce54","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_zerologon_via_zeek.yml","7e682d8d865d616f5ac19cf0af2780e9a2bf2de324062c345f49897ad63c57e3","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/dns_query_length_outliers___mltk.yml","c66f8b713a8bdf32fa6476b97d5145f424a0522b284ce4ed273f89c1c5e05c25","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/tor_traffic.yml","8dff3deb6dd6e94369afe6a7bdb7b4d986d980d824dbc880f546f9c1ddc0fd25","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_large_outbound_icmp_packets.yml","f27c6e82b6b6bac8af3f62c29b4154d998478eb9360c4253b4f884e1e52b8e4c","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/protocols_passing_authentication_in_cleartext.yml","7ad2d81c8af2d89265a0d30eb4ef0c95df406063a04ffa4a5d3184ea3b95b266","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_snicat_sni_exfiltration.yml","1e8b9c2a9d55ac4e6725a4cce5c444a41be643291680ffb8b233596481b275dd","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/smb_traffic_spike.yml","867294622792354bf05ada28216aa8a0fdf52413c847d2862c24b84fa3f5d952","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_port_security_violation.yml","e1843f198184bdec92c17e12571dc4c643f622a0518b54de0500c0b81fb46336","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_dns_data_exfiltration_using_pretrained_model_in_dsdl.yml","89ffd0089654fea8d63f786448f006d4103661e55a771891c697b3f8012802e4","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/ssl_certificates_with_punycode.yml","6ff89b8e13d5ec043e66955f7bafc2d2703595aa02ade305b46b4c309082178f","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/large_volume_of_dns_any_queries.yml","a0f3527b373e5d857ae4afcd9988a237cee454b15180d8b746be908155d3f42c","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/hosts_receiving_high_volume_of_network_traffic_from_email_server.yml","46484454af95d122d68951011c8cec1c2ca141423c6cb1cd5dafefa1bc8204db","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_arp_poisoning.yml","07e564c3bf81b95f0351dc46dac337b22d846bcb070a13890b9762222639d828","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/multiple_archive_files_http_post_traffic.yml","8b7f890605b80a42db8124059e155dde462fc78dcf3acbed6879383e562a58f0","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/smb_traffic_spike___mltk.yml","85964bf57b616eb3eb360d33c59e387dbe8af043ea97520893a435894947f527","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/prohibited_network_traffic_allowed.yml","90b641fd740d626109c02016f4584a7c3b963790c0884b139f2b3b2bfe57df36","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/remote_desktop_network_traffic.yml","2b36bc8b41135ff2e3fe0e99ff270441e83ef310f806b05a3950591936b7d142","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/dns_query_length_with_high_standard_deviation.yml","2c5892a51d091b10e35fd625002950fcb123196f293fd80104243faa0a2790d0","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/splunk_identified_ssl_tls_certificates.yml","e8592f994054937428ed2717ef56d16cb89c7a261d447bbf05f678b9d18d5544","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_unauthorized_assets_by_mac_address.yml","0f1da24da24a436cb9e3fa12f1f71817ced963636dd30553997bf5a3faa11e15","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_suspicious_dns_txt_records_using_pretrained_model_in_dsdl.yml","3fc1726483e05a6e728182bc24f2a4157f3b44978a5c08a0d87ca9335815b019","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_outbound_smb_traffic.yml","9e24e08a7e493800ef3e5a859d2f0452c912f5ce7d1c7886c3dead47cbcec3a6","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_outbound_ldap_traffic.yml","c716e26c636cba5db3f1bf1bd4a71a7b841d890b41a17f099c87bd2033141852","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/zeek_x509_certificate_with_punycode.yml","0535e73b64966d553ca1ef06a0fe0ea526002c1abe2ab038b840a8498006a8d8","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_windows_dns_sigred_via_zeek.yml","9b6cb14a70f10582bc1ae658bc6723af98e8fa35910c757216512d3be9eee761","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_hosts_connecting_to_dynamic_domain_providers.yml","c45a19c2780df461d8a01d8807f3ead9b26e6670bf6fea515f07a8b674131974","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/f5_big_ip_icontrol_rest_vulnerability_cve_2022_1388.yml","db9c9c9ad765f62e81520b15c5e691dc4fdc5e047610cd4576ca05a89220a0ff","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/windows_ad_rogue_domain_controller_network_activity.yml","9b437c19b44de8815ff60bb48d5afca1daf5c9f5d5a75c53a1ffc43c3bdbfc6e","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_traffic_mirroring.yml","5cebdcf39a03625c6d80e91e096ffa37e2ba30ea89be8f889a5b64b4479832df","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/unusually_long_content_type_length.yml","c55d8c79e18d907c948ee4cbc9dd8cb26b0a9822043e1bc49dd7ee8db6d1ce69","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_rogue_dhcp_server.yml","100e6614bc5f6071fdf36e8260cf18faff81d489fa65b930ac49c5a758696970","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/windows_ad_replication_service_traffic.yml","6c8f6930918670223c18f1fa6f1ba43152b09fb0f4ad93189d859d50a179af38","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_ipv6_network_infrastructure_threats.yml","30bd6f3fa1eb99f90f9da02b960dc3567ad97d96bfa025046fb288502c0add7e","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/protocol_or_port_mismatch.yml","cf2b2651cf1a3e50a3f188056e6c0bd7bfe59d178e14d3f8f90f8f6c8262e5a7","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/excessive_dns_failures.yml","58964d2cac510802a2ad08d6b2b6ada10cc2b663a17729e2773a40fe45dbe874","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_dga_domains_using_pretrained_model_in_dsdl.yml","9c9aa4102c93956792fcfac03b02f826bb610570192258ec200ebefd6b1cae10","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/ngrok_reverse_proxy_on_network.yml","98c64056f1404c658259eb393fd6cd3c90a688748604998bcab13b9908ed34f3","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_windows_dns_sigred_via_splunk_stream.yml","8d549cb3c9314ac01348d7ce59df1e348838dd3c3ec449a54b1d5b5eadc46e1f","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/plain_http_post_exfiltrated_data.yml","9384f0c6d151ac1e95883bb79dad7f71baadf3e50eb3ce09d310815900d75d59","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/remote_desktop_network_bruteforce.yml","ac8bd8086052e380ed3867e473570c6ed935b4c81318f9ac38f9e334f909b2f2","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/network/detect_software_download_to_network_device.yml","4ab8c953c820ccbe438e9ef9c5f7c4b9119ab7b928739929d47848476adc4cec","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/linux_gdb_privilege_escalation.yml","42675f47418fa521d286855bec9dc8abc7338a6ec6fcd4a7ab0a2bbeab75ff51","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/powershell_creating_thread_mutex.yml","125afe236b6c0d0ad250f30c92b9f6d85f21b836ac891d4ddf979ac5cccc69a0","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_ad_serviceprincipalname_added_to_domain_account.yml","9412d42265f8d7e54250ed29aac7b189a545787237cc35ad49bd35c24ebab51d","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/powershell_windows_defender_exclusion_commands.yml","5ef4444d3997f98de02feb5838edabe5acebf7c42bc4c5b46d928ae2c4c5d80c","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_mimikatz_crypto_export_file_extensions.yml","1f9949f6a142422250720d56dcce170eea883826171797677b94431233e132ba","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_executable_in_loaded_modules.yml","3c06d891026082c3497b605cfcd65ebbf7f6cfdaabd5e16e46bf0f45a6333e8c","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/rundll32_shimcache_flush.yml","e323589a436107968ca62103cdfc5591a60262ccece8c2743b4684b7cf7999b2","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_powershell_add_module_to_global_assembly_cache.yml","f30af8104e01cc0c14612948a74de44c873d152741c2357ddd3004a3a2b77189","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/detect_suspicious_processnames_using_pretrained_model_in_dsdl.yml","93400f832441a729c110eb6deb8ccfdddd74ec39f862ee51ff60b20bda32bea7","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/get_aduserresultantpasswordpolicy_with_powershell.yml","0b4cbc9bb0400b3b0da2f2b19d6573fba4f024e7cb81d3ddf9be4dc5bdfd6972","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/suspicious_dllhost_no_command_line_arguments.yml","c34f73e3c063f2c9f91e331ddd96ceed0668d81acfe712ba687d679bf06a4b0a","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/processes_tapping_keyboard_events.yml","229d9086b3af6d40b6b1fb57dc19e36553bfaf56b4c1349657f29478e2d2ebf0","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/schtasks_used_for_forcing_a_reboot.yml","47e78cf5ae7fd6a7f8c7e4a25c17838bb56218b3152d6dd10cb0ffdd7361035a","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/silentcleanup_uac_bypass.yml","a398e3c2279e837cca19c58a92b19768a049b5c73c4837af35d715ade33fe700","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/vbscript_execution_using_wscript_app.yml","dfab1dc01ab161a54767b8fe9f0a1b6c1e37a57e0e5b861c34353dccf6273a97","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_remote_service_rdpwinst_tool_execution.yml","0e853294c9da5a695a589483b67d3bd250fa5e925b7c4f3c2a0ffccd5f08f89d","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/fodhelper_uac_bypass.yml","7fed85df5501f299b0b3fa7676b35aef67641b7527267494a94781481760b181","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/excessive_attempt_to_disable_services.yml","7ca29d1ca2b49ecb23ec7fab080d101c409ada8c362600ee86dece45b994480c","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_installutil_remote_network_connection.yml","9bc777f4a87c5a2e4e9d65e5e8903b67c2dd790e8af687f5ec8373ad49ddac66","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/single_letter_process_on_endpoint.yml","ac150b430a8b412e34ac10622604288821f607ba1178a43c8f19ec8b54908e7b","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_process_injection_remote_thread.yml","90bc31d5aa1c35dc9d42db37a0ba4c331768ead204f7c16f2d954e3c0d0a3db9","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_proxy_via_netsh.yml","5d2189519d67489f4e457f41baeb80da3bf7016debbda143ce92223b3937e149","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_remote_access_software_rms_registry.yml","b0c763389fa1f6d968d95b3ceaab8a0a6102f5d82cab605e4c3b8cabc3d7d616","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_steal_authentication_certificates_certificate_request.yml","b48ac7faebd7a190794609797b7728725b4295147ea4215de628e35147e1677a","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/powershell_fileless_process_injection_via_getprocaddress.yml","2a06a5632ec32ca035037bad55dda7b72c829575eb77546fabffb6e6c1c269cb","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_odbcconf_load_dll.yml","39779decff97d947f41cd1bfbfca28e2eec3b6a1d48adcbd861360783d8c897c","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/linux_kernel_module_enumeration.yml","5f81f326a3c445bd5e645725cb546bec83b44a96c7c07b0218285a1dc19a96c8","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/child_processes_of_spoolsv_exe.yml","d7827db24d1ec49eb1eb4b764efcad916e03e3e3ca4f5fd716c13e9961322067","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/linux_shred_overwrite_command.yml","c17a860603f5f7c4cf79618b14acceca93054090d24c28aa2360e28b2ced6065","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_ad_same_domain_sid_history_addition.yml","45f8f5894c8a5b766f0e9eb1e946a1cab1f6fd995aad4116f5488b5384b22da8","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/detect_rare_executables.yml","52db4b44dcaee4b685accb98d7acc6269d7fa3e75632d1514db54e2d42a3b233","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_remote_services_allow_remote_assistance.yml","115c58f47f43ffac4bc619a8c81da99097588e788635f3cf69cd433745548a4d","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_scheduled_task_service_spawned_shell.yml","ee23da258fd99bab5c9f921cbf6809802b600f0d27f0abd7f922b3ddd28b5333","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/system_user_discovery_with_whoami.yml","9eda53df05ed94c12f7a58d4a6ec3f2a9fe04bfbcc7d309eff12d483e53a7fb3","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/allow_inbound_traffic_in_firewall_rule.yml","31405f7bda2158aa3bdb5f0698673f3d2f1f6f3d8d8c1272438456259b8ada83","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_modify_registry_maxconnectionperserver.yml","666ad745da4e317f21a327f74e2cdbb245467a484e903fbb207d0a5e5684dad4","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_event_for_service_disabled.yml","1d9c48b9e3712eafb85ba6d92414e24522b737feb3e9491bea09f1d258dd3079","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/wermgr_process_create_executable_file.yml","7768d7e16faa46057b483fcfcf9053ebf5405467dad33e16696ad906e4826f41","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/services_lolbas_execution_process_spawn.yml","c44489f0385f7d5462126311a0edd41dad395e5f76b86bf0dbaf4edaabae0aca","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_curl_upload_to_remote_destination.yml","34503f516b70317664ee5d859db48610a065d5fda9d5305457ba07c5810aa7b7","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_steal_authentication_certificates_cs_backup.yml","e636ca5cb302e79903f2e98ed16ab1b57146381b2988ecd54bcac9385d7f4bb9","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/disabled_kerberos_pre_authentication_discovery_with_get_aduser.yml","4814706a5db4c3701cdc2367dedf206839e1872c281d819c9acfd5cf364dfb02","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
"SplunkContent/detections/endpoint/windows_iso_lnk_file_creation.yml","3dadddeb8df18ba054c1513ac06cc7e577fd9618a95bcd3e556dfada41d2fa57","2023-10-26 15:18:20.707268","2023-10-26 15:18:20.707268"
