"created","modified","file"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/linux_socat_activity.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/persistence_cron_jobs_creation_and_runtime.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/persistence_google_workspace_user_group_access_modified_to_allow_external_access.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/persistence_kernel_module_activity.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/persistence_shell_activity_by_web_server.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/privilege_escalation_gcp_kubernetes_rolebindings_created_or_patched.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/privilege_escalation_krbrelayup_suspicious_logon.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/privilege_escalation_linux_strace_activity.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/privilege_escalation_printspooler_malicious_driver_file_changes.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/privilege_escalation_printspooler_malicious_registry_modification.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/privilege_escalation_setgid_bit_set_via_chmod.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/threat_intel_filebeat7x.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/threat_intel_filebeat8x.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/_deprecated/threat_intel_fleet_integrations.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/apm/apm_403_response_to_a_post.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/apm/apm_405_response_method_not_allowed.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/apm/apm_sqlmap_user_agent.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/command_and_control_google_drive_malicious_file_download.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/command_and_control_non_standard_ssh_port.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/credential_access_cookies_chromium_browsers_debugging.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/defense_evasion_agent_spoofing_mismatched_id.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/defense_evasion_agent_spoofing_multiple_hosts.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/defense_evasion_deleting_websvr_access_logs.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/defense_evasion_deletion_of_bash_command_line_history.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/defense_evasion_elastic_agent_service_terminated.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/defense_evasion_masquerading_space_after_filename.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/defense_evasion_timestomp_touch.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/discovery_security_software_grep.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/discovery_virtual_machine_fingerprinting_grep.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/execution_pentest_eggshell_remote_admin_tool.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/execution_python_script_in_cmdline.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/execution_revershell_via_shell_cmd.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/execution_suspicious_jar_child_process.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/execution_suspicious_java_netcon_childproc.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/guided_onboarding_sample_rule.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/impact_hosts_file_modified.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/initial_access_zoom_meeting_with_no_passcode.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/lateral_movement_malicious_remote_file_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/lateral_movement_remote_file_creation_in_sensitive_directory.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/multiple_alerts_different_tactics_host.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/multiple_alerts_involving_user.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/persistence_credential_access_modify_auth_module_or_config.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/persistence_shell_profile_modification.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/persistence_ssh_authorized_keys_modification.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/privilege_escalation_echo_nopasswd_sudoers.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/privilege_escalation_setuid_setgid_bit_set_via_chmod.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/privilege_escalation_sudo_buffer_overflow.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/privilege_escalation_sudoers_file_mod.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/threat_intel_indicator_match_address.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/threat_intel_indicator_match_hash.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/threat_intel_indicator_match_registry.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/cross-platform/threat_intel_indicator_match_url.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/NOTICE.txt"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/collection_cloudtrail_logging_created.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/credential_access_aws_iam_assume_role_brute_force.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/credential_access_iam_user_addition_to_group.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/credential_access_new_terms_secretsmanager_getsecretvalue.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/credential_access_root_console_failure_brute_force.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_cloudtrail_logging_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_cloudtrail_logging_suspended.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_cloudwatch_alarm_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_config_service_rule_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_configuration_recorder_stopped.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_ec2_flow_log_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_ec2_network_acl_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_elasticache_security_group_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_elasticache_security_group_modified_or_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_escalation_aws_suspicious_saml_activity.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_guardduty_detector_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_s3_bucket_configuration_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_waf_acl_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/defense_evasion_waf_rule_or_rule_group_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/exfiltration_ec2_full_network_packet_capture_detected.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/exfiltration_ec2_snapshot_change_activity.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/exfiltration_ec2_vm_export_failure.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/exfiltration_rds_snapshot_export.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/exfiltration_rds_snapshot_restored.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_aws_eventbridge_rule_disabled_or_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_cloudtrail_logging_updated.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_cloudwatch_log_group_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_cloudwatch_log_stream_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_ec2_disable_ebs_encryption.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_efs_filesystem_or_mount_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_iam_deactivate_mfa_device.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_iam_group_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_kms_cmk_disabled_or_scheduled_for_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_rds_group_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_rds_instance_cluster_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/impact_rds_instance_cluster_stoppage.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/initial_access_console_login_root.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/initial_access_password_recovery.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/initial_access_via_system_manager.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/ml_cloudtrail_error_message_spike.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/ml_cloudtrail_rare_error_code.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/ml_cloudtrail_rare_method_by_city.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/ml_cloudtrail_rare_method_by_country.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/ml_cloudtrail_rare_method_by_user.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_ec2_network_acl_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_ec2_security_group_configuration_change_detection.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_iam_group_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_rds_cluster_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_rds_group_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_rds_instance_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_redshift_instance_creation.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_route_53_domain_transfer_lock_disabled.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_route_53_domain_transferred_to_another_account.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_route_53_hosted_zone_associated_with_a_vpc.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_route_table_created.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/persistence_route_table_modified_or_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/privilege_escalation_root_login_without_mfa.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/privilege_escalation_sts_assumerole_usage.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/privilege_escalation_sts_getsessiontoken_abuse.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/aws/privilege_escalation_updateassumerolepolicy.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/collection_update_event_hub_auth_rule.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/credential_access_azure_full_network_packet_capture_detected.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/credential_access_key_vault_modified.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/credential_access_storage_account_key_regenerated.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_azure_application_credential_modification.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_azure_automation_runbook_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_azure_blob_permissions_modified.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_azure_diagnostic_settings_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_azure_service_principal_addition.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_event_hub_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_firewall_policy_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_frontdoor_firewall_policy_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_kubernetes_events_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_network_watcher_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/defense_evasion_suppression_rule_created.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/discovery_blob_container_access_mod.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/execution_command_virtual_machine.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/impact_azure_service_principal_credentials_added.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/impact_kubernetes_pod_deleted.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/impact_resource_group_deletion.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/impact_virtual_network_device_modified.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/initial_access_azure_active_directory_high_risk_signin.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/initial_access_azure_active_directory_high_risk_signin_atrisk_or_confirmed.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/initial_access_azure_active_directory_powershell_signin.toml"
"2023-10-17 10:10:28 +0000","2023-10-17 10:10:28 +0000","ElasticContent/detections/integrations/azure/initial_access_consent_grant_attack_via_azure_registered_application.toml"
